price,cost,sales,profitable
22.3,9.96,232,1
46.32,5.25,300,1
29.54,17.44,72,1
19.4,14.96,380,1
19.56,17.29,882,1
10.94,43.94,821,0
26.3,27.71,570,0
40.61,28.56,91,1
48.59,31.23,632,1
27.57,20.91,971,1
12.52,44.16,70,0
35.73,43.93,161,0
39.06,35.77,428,1
8.23,13.47,699,0
43.26,40.21,571,1
42.32,9.04,239,1
26.26,30.2,754,0
30.22,23.29,149,1
37.1,6.57,628,1
35.45,41.16,404,0
5.74,43.44,542,0
10.51,41.3,61,0
12.32,12.7,652,0
39.01,18.32,770,1
24.8,43.23,964,0
29.55,9.26,92,1
39.77,28.33,651,1
20.34,24.42,953,0
38.7,11.08,741,1
24.9,40.46,792,0
21.97,10.37,51,1
19.99,28.71,381,0
48.42,17.73,728,1
39.74,21.72,615,1
5.91,13.45,937,0
48.08,29.99,729,1
39.89,44.55,784,0
11.71,38.34,206,0
8.44,32.33,121,0
18.87,35.26,320,0
33.09,38.57,75,0
32.74,23.9,481,1
17.41,27.68,661,0
25.06,40.82,218,0
14.54,32.84,297,0
7.28,10.44,117,0
28.26,36.18,814,0
20.61,5.91,675,1
29.43,38.9,722,0
47.59,36.53,189,1
11.45,38.23,483,0
5.09,5.94,550,0
8.46,43.9,252,0
25.82,29.57,102,0
36.81,37.0,798,0
31.13,27.66,907,1
27.27,18.59,227,1
20.93,16.85,591,1
18.95,7.8,789,1
21.93,26.7,809,0
32.52,10.74,530,1
12.55,27.7,464,0
39.71,30.0,819,1
30.89,22.68,640,1
17.11,11.25,358,1
27.55,22.31,765,1
48.33,40.15,259,1
5.92,23.32,889,0
13.98,18.71,404,0
25.18,30.19,233,0
33.73,29.75,210,1
14.55,8.62,208,1
46.91,14.46,501,1
33.92,24.78,328,1
44.48,19.65,150,1
19.82,17.8,816,1
42.3,22.83,222,1
22.02,16.61,158,1
16.37,18.9,852,0
46.02,35.95,409,1
9.15,25.41,422,0
47.43,39.91,279,1
25.63,42.94,754,0
49.67,41.88,948,1
29.28,15.15,59,1
39.09,23.92,549,1
5.32,26.4,271,0
27.35,39.09,683,0
38.19,27.36,171,1
40.23,15.11,333,1
12.11,26.9,129,0
23.85,6.77,565,1
23.86,38.37,166,0
9.66,27.64,929,0
24.94,31.07,926,0
41.32,13.04,746,1
18.51,27.33,245,0
24.47,26.23,584,1
48.24,29.79,409,1
6.43,38.9,301,0
31.62,35.58,968,1
38.45,26.87,483,1
39.24,40.74,640,0
37.22,19.34,126,1
37.69,24.7,818,1
7.66,30.98,918,0
29.04,22.63,585,1
40.23,19.46,477,1
9.23,9.5,626,1
5.54,30.44,350,0
41.66,12.7,547,1
37.05,10.53,414,1
23.55,12.29,766,1
47.32,32.54,554,1
39.5,10.53,983,1
48.55,44.05,233,0
46.82,35.34,228,1
26.66,20.71,335,1
38.96,28.73,901,1
35.11,5.31,923,1
41.52,38.78,566,1
40.45,15.85,886,1
11.9,7.88,935,1
15.52,35.32,287,0
16.96,18.18,808,1
41.83,27.7,470,1
41.48,38.76,769,1
27.29,36.04,198,0
31.14,18.47,275,1
42.21,39.75,799,1
19.07,20.55,675,0
7.26,25.0,887,0
26.72,29.5,795,1
46.12,7.84,176,1
40.57,28.89,631,1
21.5,28.1,784,0
7.91,39.94,695,0
33.66,19.15,884,1
42.55,14.69,810,1
34.92,24.06,93,1
24.13,32.49,869,0
10.55,27.48,650,0
45.98,10.53,389,1
17.42,18.92,788,0
15.09,7.55,498,1
41.72,34.57,997,1
49.15,40.32,464,1
34.71,6.83,302,1
33.12,26.02,116,1
19.37,27.64,813,0
5.92,22.55,385,0
13.63,25.11,511,0
31.3,33.41,628,0
11.81,24.35,695,0
44.77,41.79,570,0
13.47,26.63,786,0
28.49,7.87,538,1
28.04,43.13,829,0
32.18,10.87,115,1
19.73,36.38,881,0
44.31,26.08,348,1
24.99,34.64,927,0
36.51,25.54,493,1
33.62,7.36,372,1
10.27,20.0,382,0
33.02,29.83,80,1
29.78,30.16,217,0
45.44,43.92,154,1
44.64,29.25,889,1
11.79,16.46,71,0
8.68,6.74,810,1
18.26,36.54,174,0
49.4,40.57,769,1
5.97,29.55,468,0
35.28,24.3,149,1
32.38,39.44,754,0
34.1,14.61,813,1
14.82,20.95,376,0
15.2,25.31,483,0
24.38,6.97,674,1
9.31,32.54,89,0
8.36,12.54,417,0
8.98,18.33,892,0
30.78,21.58,572,1
22.9,30.54,90,0
18.21,7.62,53,1
19.21,18.63,522,1
14.33,15.97,52,0
23.52,5.06,425,1
14.14,32.67,891,0
36.41,14.44,246,1
10.58,11.66,893,0
47.67,36.92,211,1
9.04,6.57,637,1
47.46,41.01,614,1
42.5,32.48,343,1
35.63,11.87,512,1
46.05,19.0,390,1
11.26,43.0,808,0
12.93,29.75,53,0
16.35,29.35,764,0
16.02,31.12,427,0
18.99,23.51,635,0
30.9,11.69,890,1
6.27,11.04,835,0
22.2,32.49,352,0
16.09,40.36,460,0
32.3,17.01,156,1
49.33,25.14,333,1
28.29,44.69,746,0
24.16,15.29,635,1
21.57,20.61,787,0
40.32,19.54,808,1
8.24,6.3,438,1
48.19,25.38,453,1
23.81,13.35,872,1
19.12,10.14,143,1
48.83,33.42,594,1
47.11,35.63,241,1
33.89,40.56,708,1
5.83,42.37,819,0
38.68,39.76,771,0
20.1,9.9,895,1
22.47,13.95,502,1
12.14,9.9,238,1
28.56,19.14,107,1
38.5,9.96,707,1
17.29,31.13,734,0
47.24,33.67,292,1
13.76,11.38,128,1
7.98,29.86,712,0
34.0,5.92,355,1
43.22,22.37,693,1
47.89,16.41,659,1
39.52,44.94,329,0
13.98,41.91,61,0
48.99,10.9,334,1
46.37,41.69,311,1
12.34,21.75,969,0
30.15,28.07,160,1
30.0,26.35,647,1
24.91,34.05,812,0
49.29,18.4,450,1
7.68,7.79,362,1
33.22,21.71,81,1
14.24,26.78,138,0
28.73,27.2,430,1
40.09,36.7,998,1
16.1,6.77,843,1
22.7,44.52,780,0
47.78,44.62,760,1
39.27,8.96,596,1
30.77,18.76,588,1
14.99,28.61,953,0
24.14,19.93,212,1
39.83,24.5,67,1
41.92,18.04,968,1
16.01,33.49,399,0
34.79,19.56,577,1
9.28,22.2,720,0
6.04,28.04,366,0
29.69,43.77,426,0
15.1,30.67,279,0
8.55,8.88,431,0
37.84,17.76,803,1
27.41,21.79,851,1
40.83,34.61,178,1
34.88,22.88,122,1
37.84,31.36,533,1
18.83,38.58,541,0
16.85,9.17,757,1
32.04,35.63,478,1
14.0,34.82,689,0
41.69,37.79,363,1
28.53,43.24,581,0
15.21,17.38,542,0
33.13,22.16,770,1
47.53,15.51,221,1
8.69,18.08,955,0
9.92,18.19,351,0
42.97,39.79,924,1
9.93,7.52,431,1
6.77,13.11,409,0
20.66,29.42,766,0
26.0,35.61,554,0
30.62,32.9,810,0
27.83,6.86,746,1
46.09,23.15,727,1
39.59,12.38,413,1
49.27,44.53,321,1
26.44,44.96,472,0
8.79,7.04,402,1
48.0,31.71,716,1
5.19,37.52,790,0
39.92,17.99,945,1
6.41,32.75,929,0
39.25,12.51,769,1
47.21,10.12,896,1
22.52,42.01,641,0
15.84,30.7,695,0
15.18,37.68,590,0
27.13,26.31,985,0
12.69,11.19,962,1
35.28,20.07,345,1
21.58,40.27,376,0
19.54,5.62,659,1
25.76,13.29,158,1
29.42,15.13,360,1
11.39,15.52,661,0
36.85,8.94,843,1
44.73,38.93,75,1
17.51,11.38,444,1
13.12,38.19,295,0
39.22,19.2,330,1
13.26,23.29,917,0
6.86,23.51,219,0
32.87,33.53,225,1
15.79,34.25,563,0
12.73,30.63,666,0
49.17,35.95,653,1
18.13,5.33,306,1
45.65,25.19,183,1
13.02,25.96,552,0
41.85,14.57,89,1
27.59,27.25,341,0
8.54,23.69,306,0
38.01,23.88,546,1
45.14,9.74,576,1
12.34,22.41,242,0
37.65,35.66,900,1
25.03,21.4,74,1
38.92,24.5,639,1
37.13,43.7,903,0
6.2,39.87,392,0
13.04,42.15,495,0
26.2,8.11,120,1
47.01,29.74,851,1
20.39,13.94,316,1
33.3,21.17,385,1
5.54,32.19,343,0
37.0,28.16,442,1
32.14,25.23,53,1
37.19,37.58,990,1
45.71,32.3,617,1
11.59,37.84,153,0
16.77,42.28,852,0
49.81,33.48,200,1
12.03,20.82,841,0
37.43,13.51,423,1
37.63,15.84,53,1
35.73,20.87,473,1
15.23,34.6,815,0
14.68,6.61,145,1
34.99,37.57,229,1
13.38,35.33,279,0
34.77,24.98,403,1
27.16,20.99,621,1
22.4,9.51,723,1
18.51,16.59,976,1
47.64,9.39,336,1
27.86,37.76,465,0
30.26,25.37,85,1
47.72,14.87,647,1
34.42,5.72,964,1
48.1,25.96,478,1
9.79,35.08,596,0
43.1,35.66,983,1
20.09,13.58,731,1
41.47,44.8,493,0
43.5,27.75,576,1
17.22,18.28,105,1
23.4,20.71,791,1
37.67,9.98,697,1
9.46,24.73,789,0
39.0,35.13,406,1
9.97,21.38,783,0
46.15,39.67,292,1
17.44,24.07,72,0
30.9,41.02,284,0
10.27,33.13,376,0
17.13,7.2,199,1
23.18,7.68,597,1
26.92,37.0,216,0
5.0,19.27,141,0
44.99,12.57,414,1
5.35,39.61,87,0
39.82,44.33,861,0
26.18,37.35,469,0
28.57,34.01,198,0
14.37,5.04,327,1
32.33,9.24,456,1
29.18,31.84,303,0
12.39,21.38,952,0
15.72,5.78,312,1
8.01,34.63,582,0
7.98,21.75,221,0
5.62,31.35,895,0
14.92,23.73,859,0
35.58,6.06,184,1
19.23,30.44,630,0
20.42,36.52,918,0
10.94,11.24,196,1
30.9,40.64,650,0
20.4,12.26,957,1
35.43,21.91,58,1
38.37,26.09,434,1
31.31,17.55,613,1
17.42,25.02,732,0
27.89,33.73,910,0
16.34,33.58,284,0
45.63,41.89,388,1
39.49,39.48,320,1
27.19,44.4,661,0
48.45,28.82,643,1
29.6,21.02,240,1
19.78,14.6,455,1
9.3,14.76,839,0
29.47,11.04,760,1
43.72,34.07,622,1
44.0,31.17,239,1
32.21,16.69,823,1
22.7,40.69,574,0
34.26,27.09,745,1
39.3,7.76,549,1
23.52,7.46,511,1
26.43,10.73,283,1
35.63,13.45,856,1
44.45,40.5,415,1
40.6,36.14,466,1
6.01,13.07,434,0
10.6,14.94,911,0
43.38,30.47,252,1
42.52,39.86,575,1
22.5,17.67,982,1
31.29,26.02,598,1
45.76,40.62,550,0
46.02,35.83,575,1
40.24,40.66,161,1
14.43,16.12,199,0
37.86,32.64,336,1
9.55,9.56,643,0
45.23,29.65,379,1
11.71,17.16,201,0
34.81,33.06,841,1
32.46,10.67,721,1
39.96,31.62,406,1
29.82,33.34,743,0
7.68,39.29,83,0
36.76,32.48,678,1
22.24,25.91,425,0
19.41,36.37,891,0
49.63,16.38,991,1
31.57,32.1,520,1
36.98,33.98,849,0
28.68,20.7,352,1
39.65,44.56,688,0
38.84,19.24,554,1
34.57,8.38,765,1
49.9,17.14,602,1
25.69,8.98,393,1
36.78,18.57,83,1
40.9,10.11,96,1
21.92,22.58,581,0
25.57,36.12,910,0
48.61,7.7,321,1
6.45,27.52,933,0
20.09,6.75,483,1
26.88,40.38,667,0
5.07,41.86,442,0
45.46,24.69,413,1
17.88,35.77,995,0
16.6,28.72,741,0
41.91,18.63,436,1
17.51,14.81,507,1
34.59,35.34,729,1
41.97,22.2,562,1
40.66,41.81,488,0
40.19,44.03,312,1
8.99,13.42,272,0
8.59,27.44,282,0
18.8,26.48,958,0
6.62,39.72,555,0
27.52,32.64,873,0
22.77,29.3,839,0
30.07,32.16,577,0
18.45,20.58,327,0
26.86,43.41,311,0
20.06,7.31,166,1
13.78,6.17,799,1
34.22,21.62,50,1
35.3,11.18,51,1
42.32,26.79,780,1
44.36,5.36,509,1
36.7,23.39,119,1
35.94,16.8,243,1
7.55,13.09,86,0
9.94,22.79,763,0
41.57,39.18,66,0
15.48,31.22,706,0
21.0,11.4,55,1
11.54,24.95,434,0
13.78,42.27,261,0
39.89,22.57,835,1
16.78,23.82,698,0
25.21,42.65,593,0
11.83,10.43,194,1
35.51,34.4,452,0
37.77,16.97,552,1
21.28,39.64,98,0
40.31,7.17,190,1
15.8,44.62,562,0
36.14,35.74,926,1
37.85,16.37,599,1
48.59,35.43,797,1
15.45,41.92,87,0
9.22,9.52,597,1
16.84,41.54,251,0
10.53,19.41,660,0
12.64,5.26,843,1
20.04,9.5,353,1
23.63,40.39,914,0
45.67,44.31,217,0
13.8,40.81,761,0
48.73,22.66,232,1
41.46,43.46,453,0
44.67,21.27,302,1
46.82,9.55,51,1
38.9,18.64,561,1
40.5,44.94,984,1
24.7,30.04,525,0
27.97,18.6,398,1
46.96,29.97,550,1
22.02,22.17,139,1
6.89,6.98,143,0
39.32,13.05,366,1
30.79,5.77,933,1
41.67,15.19,491,1
8.4,34.58,362,0
32.96,12.73,114,1
16.15,26.12,461,0
45.65,33.06,655,1
9.95,26.95,574,0
42.94,5.61,794,1
8.98,19.53,994,0
6.13,22.67,710,0
15.58,18.71,622,0
19.99,26.85,518,0
33.19,25.53,601,1
10.93,12.5,444,0
24.68,35.08,652,0
14.19,11.45,246,1
43.49,23.36,62,1
7.02,35.25,253,0
21.02,32.89,985,0
33.41,22.29,594,1
46.09,36.56,143,1
44.06,33.55,500,1
45.28,20.38,609,1
7.83,40.82,528,0
42.84,10.68,695,1
40.1,19.34,380,1
45.61,32.91,342,1
19.02,39.92,856,0
46.03,17.9,736,1
23.12,27.45,286,0
33.53,5.47,982,1
24.09,19.83,472,1
24.24,18.24,939,1
29.6,38.7,420,0
21.02,7.96,695,1
40.67,7.48,707,1
33.51,22.71,259,1
36.04,21.3,485,1
15.4,11.46,572,1
48.63,15.53,283,1
34.71,43.97,951,0
13.87,25.53,246,0
38.77,8.51,73,1
12.82,6.99,115,1
7.85,6.68,801,1
28.74,20.56,852,1
29.91,39.62,275,0
13.5,38.32,411,0
20.68,19.72,563,0
47.56,35.98,293,1
17.83,35.09,701,0
12.0,24.32,307,0
49.67,21.18,995,1
18.6,12.22,852,1
35.61,16.15,910,1
15.42,18.55,914,0
29.76,37.51,822,0
22.38,27.12,412,0
48.27,13.04,165,1
24.48,8.83,156,1
31.29,24.87,620,1
47.51,31.65,210,1
49.52,37.76,231,1
9.57,36.89,664,0
42.54,37.97,766,0
22.2,22.91,336,1
31.77,39.63,580,0
21.88,22.78,330,1
23.05,11.72,668,1
12.15,20.9,752,0
30.77,18.6,468,1
29.6,20.69,614,1
13.52,31.34,598,0
29.38,31.28,920,0
48.79,14.0,604,1
37.15,17.64,436,1
26.64,28.81,740,0
46.22,8.37,608,1
30.89,32.55,107,1
11.08,12.16,283,1
29.64,39.03,180,0
13.14,21.06,632,0
39.54,13.83,382,1
48.52,31.71,304,1
21.24,27.16,362,0
24.57,11.88,73,1
23.97,38.09,663,0
17.84,23.13,886,0
40.74,11.09,200,1
32.8,36.85,922,0
7.88,10.34,221,0
42.75,43.72,871,0
13.42,22.67,972,0
49.06,34.13,752,1
21.95,23.08,172,0
32.74,12.5,323,1
8.5,35.32,304,0
20.51,16.57,217,1
41.11,32.3,133,1
26.47,15.29,375,1
45.71,14.64,783,1
30.88,23.3,291,1
46.79,37.65,686,1
49.22,29.55,631,1
25.43,7.59,419,1
30.43,34.35,322,0
42.57,28.19,742,1
14.97,29.94,981,0
43.77,19.14,497,1
31.64,27.25,172,1
37.65,19.88,302,1
8.59,8.26,768,0
39.48,38.78,869,1
18.99,32.12,898,0
41.24,31.82,74,1
27.91,12.75,605,1
17.36,31.54,527,0
47.87,14.28,540,1
39.43,32.5,601,1
49.36,18.34,561,1
21.4,11.3,770,1
34.21,41.25,940,0
32.52,9.19,93,1
35.94,35.47,481,1
6.72,9.07,490,0
18.13,32.39,674,0
45.92,9.42,347,1
24.07,25.35,724,1
48.23,12.52,188,1
14.61,39.66,333,0
49.88,21.06,221,1
36.39,5.62,581,1
39.94,30.13,177,1
22.86,22.81,435,0
45.82,39.39,666,1
29.55,22.33,594,1
35.64,21.45,725,1
9.27,23.16,443,0
33.43,39.39,734,0
44.56,28.47,132,1
13.02,31.77,875,0
38.2,33.82,458,1
6.14,42.5,942,0
46.68,38.5,396,1
49.23,42.09,596,1
20.94,18.73,648,1
9.82,13.59,284,0
34.64,13.14,595,1
6.34,39.31,185,0
26.71,38.22,755,0
17.23,31.02,138,0
26.3,7.52,954,1
5.82,17.72,266,0
7.32,34.37,606,0
5.72,14.94,910,0
32.86,29.96,839,1
30.2,26.71,296,1
15.49,15.51,557,1
34.1,42.37,191,0
44.79,15.27,229,1
17.48,40.79,673,0
42.44,26.64,284,1
34.81,8.67,609,1
6.52,38.34,892,0
21.88,36.66,291,0
27.85,38.24,292,0
37.93,30.53,740,1
17.92,33.46,702,0
49.22,41.28,850,1
35.8,10.11,948,1
21.78,8.32,288,1
9.37,10.0,229,1
13.16,39.8,341,0
26.94,27.52,100,1
27.26,12.04,737,1
39.55,10.67,731,1
37.68,22.82,465,1
14.06,37.63,533,0
31.77,37.21,476,1
5.93,39.05,533,0
22.93,35.76,788,0
39.38,7.46,54,1
22.98,33.81,445,0
42.6,25.76,516,1
48.93,34.06,281,1
32.32,24.37,814,1
11.53,24.34,844,0
22.09,10.05,212,1
5.43,41.21,433,0
32.12,19.98,635,1
41.97,28.29,932,1
33.35,13.29,589,1
40.37,19.76,402,1
41.0,39.82,992,0
43.3,13.38,992,1
17.0,13.24,476,1
44.21,15.42,853,1
34.43,27.99,148,1
18.04,25.83,930,0
49.43,12.01,578,1
47.76,32.68,936,1
30.85,41.3,252,0
42.94,12.95,213,1
16.77,31.92,598,0
23.72,28.46,195,0
13.28,18.16,336,0
28.4,29.71,717,1
27.32,13.4,114,1
14.58,38.36,208,0
35.28,5.89,165,1
10.3,27.68,972,0
7.78,17.75,89,0
22.32,40.25,701,0
23.44,24.97,908,0
19.39,37.1,332,0
16.61,41.95,750,0
20.24,18.37,932,0
12.35,40.21,671,0
23.16,34.05,898,0
45.71,9.33,549,1
15.1,9.16,714,1
35.8,37.69,655,0
11.38,23.73,699,0
20.93,24.81,409,0
19.45,40.65,64,0
47.17,41.15,939,1
24.26,9.51,196,1
36.07,19.95,117,1
32.11,40.81,192,0
11.35,37.79,278,0
47.28,33.84,832,1
20.56,9.08,552,1
7.01,29.85,658,0
18.52,28.27,484,0
20.1,11.69,62,1
9.17,35.95,770,0
32.9,17.48,108,1
20.6,29.83,830,0
33.31,19.47,503,1
5.3,8.38,618,0
49.19,25.99,743,1
12.67,17.27,857,0
34.67,7.85,399,1
37.21,12.94,149,1
12.72,29.75,336,0
10.03,9.06,998,1
11.87,8.5,318,1
16.11,42.76,841,0
12.57,9.3,398,1
35.33,20.04,546,1
23.94,10.34,105,1
29.2,42.57,351,0
7.13,24.25,944,0
43.76,9.44,819,1
12.68,35.75,871,0
21.21,36.23,641,0
8.24,41.05,549,0
11.16,33.23,509,0
34.96,7.19,845,1
36.17,27.01,907,1
35.46,20.36,913,1
29.85,34.94,238,1
47.86,28.64,411,1
27.82,34.01,245,0
25.22,12.22,694,1
16.14,22.48,578,0
9.45,22.28,197,0
29.67,44.24,729,0
19.17,5.76,142,1
28.58,37.64,522,0
14.28,8.88,643,1
42.72,8.22,455,1
49.99,18.13,870,1
19.51,33.03,889,0
42.9,32.14,729,1
44.28,30.12,992,1
49.82,35.98,507,1
20.42,14.3,258,1
39.02,30.35,607,1
15.3,30.52,417,0
33.12,31.17,491,1
36.72,28.78,261,1
38.35,13.86,844,1
14.32,41.57,563,0
43.19,44.04,613,0
23.94,32.57,334,0
14.74,22.76,55,0
29.41,26.49,197,1
43.85,9.33,516,1
48.52,19.54,892,1
38.67,44.05,673,1
5.25,26.91,707,0
11.06,27.43,664,0
8.43,43.16,71,0
9.55,40.45,484,0
22.24,27.75,63,0
20.23,15.76,426,1
10.12,9.68,567,1
44.7,39.55,326,1
32.69,41.8,881,0
40.84,24.77,825,1
21.72,8.78,835,1
23.46,29.25,455,0
19.29,19.7,759,1
24.73,11.31,680,1
32.47,41.77,916,0
27.18,14.58,231,1
42.71,33.45,724,1
45.51,22.18,415,1
26.14,38.12,350,0
15.79,33.03,553,0
47.53,9.93,742,1
38.08,22.98,359,1
33.81,15.39,234,1
38.54,33.54,634,0
8.42,26.79,129,0
8.04,18.61,252,0
11.89,18.18,97,0
11.64,9.58,518,1
23.93,13.55,347,1
12.08,33.54,328,0
43.45,29.4,231,1
31.01,19.22,623,1
21.57,38.44,747,0
8.13,24.38,990,0
31.6,36.78,773,0
10.24,36.25,898,0
38.44,38.92,528,1
41.12,38.99,899,1
29.48,32.16,846,1
11.73,34.98,481,0
40.41,36.08,721,1
18.85,11.77,441,1
15.02,17.01,99,0
26.18,9.17,442,1
46.52,12.57,683,1
18.38,36.13,863,0
45.75,42.88,695,1
7.41,31.95,374,0
8.76,40.44,478,0
36.44,17.72,766,1
13.58,38.83,202,0
19.25,18.55,400,1
11.14,40.77,787,0
19.95,36.92,618,0
17.62,44.34,203,0
38.14,38.09,389,1
36.59,20.93,675,1
47.97,9.4,55,1
37.6,39.97,657,0
36.27,27.85,530,1
36.24,39.33,620,1
44.73,20.49,517,1
18.33,6.16,365,1
18.5,7.1,60,1
38.35,31.82,608,1
15.29,9.58,869,1
46.04,34.82,315,1
29.07,21.78,988,1
18.51,27.52,728,0
39.92,37.05,516,1
19.05,15.12,460,1
48.35,21.52,985,1
49.23,34.18,531,1
35.01,41.74,853,0
10.11,16.61,425,0
16.84,29.91,197,0
28.19,43.05,95,0
43.32,30.95,118,1
13.32,40.71,635,0
9.7,42.59,112,0
8.35,42.17,209,0
27.81,35.34,217,0
44.81,27.08,729,1
6.91,8.87,141,0
14.55,13.91,974,0
36.2,15.23,327,1
42.16,6.33,371,1
41.33,9.08,766,1
40.33,16.79,340,1
10.84,8.63,76,1
22.88,11.78,496,1
49.31,7.18,426,1
49.5,21.66,719,1
32.11,37.85,78,0
36.92,37.49,212,0
47.81,41.2,86,1
25.25,34.82,560,0
11.16,14.78,715,0
35.1,33.1,53,1
48.2,35.15,660,1
36.37,26.72,955,1
41.15,37.28,965,1
24.02,7.85,418,1
9.34,28.79,749,0
12.6,24.2,297,0
49.22,37.21,571,1
27.19,10.12,591,1
5.54,13.5,636,0
47.99,27.35,705,1
27.4,42.89,440,0
42.63,8.33,167,1
29.68,34.74,968,1
9.58,13.22,601,0
32.7,9.22,50,1
49.88,20.79,350,1
6.56,28.32,824,0
42.88,38.08,431,0
15.6,30.39,346,0
22.72,24.67,373,0
21.77,16.43,563,1
45.45,16.7,322,1
27.7,35.82,537,0
25.12,9.56,442,1
41.81,10.86,700,1
7.2,33.79,349,0
8.89,43.44,644,0
5.98,9.81,489,0
35.96,29.38,831,1
28.65,14.57,128,1
44.42,6.03,480,1
27.43,38.29,748,0
14.98,25.34,237,0
41.23,5.96,594,1
18.24,40.82,691,0
47.11,26.43,51,1
16.27,34.48,109,0
12.55,21.94,453,0
27.2,12.4,171,1
7.27,23.62,968,0
6.64,16.51,131,0
27.32,16.87,719,1
14.68,30.76,774,0
5.42,8.76,341,0
18.32,20.88,167,1
26.48,26.87,628,0
22.74,33.39,194,0
11.1,30.32,430,0
31.09,40.45,969,0
36.96,44.7,634,0
35.4,42.5,210,0
22.72,35.57,106,0
11.19,32.44,275,0
27.48,6.42,862,1
45.07,26.34,231,1
26.09,31.55,465,0
13.81,21.52,364,0
9.19,20.39,569,0
47.48,26.7,929,1
38.44,41.27,419,0
19.08,15.44,832,1
18.29,20.96,688,1
45.28,31.12,720,1
12.99,12.44,625,0
29.08,38.4,54,0
37.11,31.64,219,1
22.84,19.09,411,1
6.8,33.89,846,0
15.25,16.17,959,1
45.58,35.98,229,1
28.54,7.83,230,1
41.69,22.07,62,1
30.01,15.47,865,1
47.46,37.67,971,1
45.91,35.11,261,1
26.73,38.67,976,0
19.32,31.06,164,0
32.08,36.81,85,1
35.37,22.55,588,1
27.43,32.12,278,1
42.0,6.24,688,1
13.25,40.23,146,0
20.05,32.39,654,0
35.89,39.64,140,0
16.1,35.83,821,0
24.79,16.46,764,1
48.37,15.92,266,1
33.16,36.99,169,0
47.71,12.39,182,1
37.51,9.43,100,1
37.61,5.6,627,1
31.63,16.94,89,1
11.4,8.97,681,1
28.39,37.07,934,0
16.37,24.38,332,0
49.94,15.1,556,1
17.01,29.08,536,0
15.38,7.81,258,1
33.07,34.04,231,0
27.99,25.06,427,1
5.96,5.26,252,1
10.83,17.77,570,0
41.5,35.01,316,1
26.77,12.52,952,1
11.57,43.48,790,0
25.94,40.87,119,0
16.39,36.13,79,0
15.06,8.14,654,1
48.1,19.15,272,1
21.29,16.93,520,1
7.09,10.51,382,0
48.66,44.98,167,1
40.77,10.89,470,1
16.45,17.61,509,0
23.4,40.21,990,0
43.8,10.78,899,1
21.08,23.78,381,0
30.53,44.03,300,0
29.07,14.89,737,1
23.06,33.12,533,0
33.78,8.2,422,1
26.3,29.03,258,1
5.96,18.56,827,0
41.65,32.98,190,1
10.09,22.32,621,0
25.88,16.96,840,1
31.1,26.84,335,1
36.75,10.59,169,1
23.49,37.58,878,0
38.1,35.03,333,0
10.91,26.8,200,0
34.41,19.68,354,1
42.19,41.61,463,1
45.02,30.38,250,1
31.08,16.39,659,1
19.08,37.27,417,0
12.35,30.4,75,0
20.55,10.08,429,1
29.3,9.57,386,1
13.83,42.52,979,0
47.86,16.52,629,1
45.37,31.54,639,1
6.48,6.46,307,1
30.29,27.26,865,1
40.52,14.25,631,1
16.04,10.59,553,1
28.58,35.94,506,0
23.27,37.38,969,0
13.84,33.61,447,0
32.66,5.45,894,1
49.72,16.4,380,1
21.44,19.44,665,1
29.86,32.63,394,1
19.75,35.22,847,0
44.46,30.11,521,1
43.91,36.56,979,1
13.04,22.09,712,0
45.5,26.67,516,1
11.82,7.57,114,1
9.29,22.09,896,0
34.38,22.31,811,1
22.37,29.46,410,0
28.88,20.12,425,1
34.37,14.54,991,1
7.38,14.5,879,0
18.18,10.35,615,1
25.74,33.04,449,0
17.0,29.9,403,0
7.2,28.17,796,0
8.9,26.24,754,0
41.08,19.7,875,1
46.01,35.75,967,1
11.85,41.88,742,0
16.22,22.6,819,0
34.35,21.36,354,1
47.94,11.51,958,1
18.48,31.83,468,0
43.48,27.32,582,1
27.77,44.52,858,0
48.05,28.37,633,1
11.13,16.54,206,0
48.82,27.52,287,1
24.84,44.39,890,0
47.88,33.93,614,1
25.64,10.14,693,1
28.85,18.73,756,1
41.21,16.95,420,1
37.52,39.27,924,0
32.88,29.45,565,1
23.76,37.4,140,0
40.66,12.05,342,1
47.67,41.32,159,1
5.44,7.33,427,0
31.45,19.99,512,1
43.97,5.57,449,1
34.39,12.37,909,1
41.04,43.49,744,0
45.28,8.14,509,1
38.79,10.82,522,1
37.27,41.99,77,1
48.41,33.41,684,1
43.87,21.28,109,1
41.69,7.75,422,1
8.89,36.4,294,0
15.76,24.71,927,0
30.05,17.92,693,1
36.93,19.43,660,1
18.64,25.21,472,0
9.2,27.05,630,0
19.0,37.72,291,0
39.7,35.87,78,0
44.48,35.68,810,1
46.08,34.17,578,1
22.05,35.31,720,0
21.76,32.1,829,0
23.3,39.72,149,0
21.91,27.3,912,0
34.98,25.83,60,1
21.12,33.05,991,0
5.92,11.64,472,0
24.76,36.08,719,0
15.09,42.45,977,0
6.3,16.85,507,0
26.19,29.44,316,0
14.27,6.3,460,1
25.37,35.63,823,0
17.5,27.39,232,0
32.17,31.95,154,1
49.59,10.72,567,1
29.63,37.38,664,0
34.11,15.24,463,1
46.37,32.39,67,1
21.83,28.73,920,0
12.49,31.15,344,0
17.73,7.01,383,1
23.13,34.67,704,0
34.03,36.81,355,1
5.21,23.99,230,0
43.4,21.35,277,1
8.42,18.7,648,0
